Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
22-01-2004,RELIANCE,EQ,552.95,553,574.9,527.25,533.8,535.25,552.62,10218853,5.65E+14,,2183854,0.2137
23-01-2004,RELIANCE,EQ,535.25,539,561.25,531.75,559.15,557.85,548.48,9296411,5.10E+14,,1823162,0.1961
27-01-2004,RELIANCE,EQ,557.85,562.05,583.4,560.35,582.75,580.65,571.92,7072111,4.04E+14,,1712455,0.2421
28-01-2004,RELIANCE,EQ,580.65,588,589.25,569.55,579.25,575.7,579.85,8354537,4.84E+14,,1623141,0.1943
29-01-2004,RELIANCE,EQ,575.7,581,585.9,565.3,572.4,571.5,577.88,14791246,8.55E+14,,2136585,0.1444
30-01-2004,RELIANCE,EQ,571.5,572.5,579.4,558,560.8,560.55,569.78,6169266,3.52E+14,,1090395,0.1767
03-02-2004,RELIANCE,EQ,560.55,562,564.8,548.9,560,553.7,557.32,6913665,3.85E+14,,1730576,0.2503
04-02-2004,RELIANCE,EQ,553.7,555.35,575,549.55,574.5,571.4,561.98,7371400,4.14E+14,,1460361,0.1981
05-02-2004,RELIANCE,EQ,571.4,574.5,578.5,559.3,567.9,564.6,569.44,7220332,4.11E+14,,1298202,0.1798
06-02-2004,RELIANCE,EQ,564.6,568.75,577,564.1,576.25,575.4,571.27,6548357,3.74E+14,,1256270,0.1918
09-02-2004,RELIANCE,EQ,575.4,578.5,590,578.5,589.75,588.7,584.79,4990849,2.92E+14,,1342244,0.2689
10-02-2004,RELIANCE,EQ,588.7,592,598.4,585.6,592.3,593.25,592.68,8848744,5.24E+14,,1817378,0.2054
11-02-2004,RELIANCE,EQ,593.25,620,620,581.1,586.9,587.3,589.18,6210047,3.66E+14,,1390271,0.2239
12-02-2004,RELIANCE,EQ,587.3,590.25,594.9,584,586.6,587.7,589.7,5921079,3.49E+14,,1286653,0.2173
13-02-2004,RELIANCE,EQ,587.7,586.15,597.4,584.1,596,595.4,591.59,4672041,2.76E+14,,1454936,0.3114
16-02-2004,RELIANCE,EQ,595.4,598,602,590.25,591.5,592.95,597.22,5692413,3.40E+14,,1731341,0.3041
17-02-2004,RELIANCE,EQ,592.95,592.1,605,590,597.5,598.75,599.25,9221574,5.53E+14,,2481192,0.2691
18-02-2004,RELIANCE,EQ,598.75,601.85,610.5,600.15,604.5,604.85,607.12,11285784,6.85E+14,,3809410,0.3375
19-02-2004,RELIANCE,EQ,604.85,605.1,609,580.05,582,582.35,592.93,8352121,4.95E+14,,1839721,0.2203
20-02-2004,RELIANCE,EQ,582.35,581.1,595,580.5,590.7,587.45,586.53,10037773,5.89E+14,,2927502,0.2916
23-02-2004,RELIANCE,EQ,587.45,589,594,560.1,561.8,565.35,576.13,9391243,5.41E+14,,3651377,0.3888
24-02-2004,RELIANCE,EQ,565.35,555.5,568.6,550,565.15,565.75,559.6,12554104,7.03E+14,,3724184,0.2967
25-02-2004,RELIANCE,EQ,565.75,570,570,552.25,554.85,555.2,560.82,6962652,3.90E+14,,1250041,0.1795
26-02-2004,RELIANCE,EQ,555.2,554,564.3,539,543.25,542.3,551.88,10483179,5.79E+14,,2716140,0.2591
27-02-2004,RELIANCE,EQ,542.3,545.55,556.6,545,555.6,554.7,550.73,8262031,4.55E+14,,1564818,0.1894
01-03-2004,RELIANCE,EQ,554.7,569,569.45,556.3,567.2,567.3,561.74,6235209,3.50E+14,,2544409,0.4081
03-03-2004,RELIANCE,EQ,567.3,569.15,583.9,567.1,580.7,580.85,577.22,8516733,4.92E+14,,2489025,0.2923
04-03-2004,RELIANCE,EQ,580.85,578,584,570.6,575.05,573.65,576.49,4249944,2.45E+14,,346456,0.0815
05-03-2004,RELIANCE,EQ,573.65,571,587.5,571,586.35,586.15,582.74,4136933,2.41E+14,,440886,0.1066
08-03-2004,RELIANCE,EQ,586.15,588,599,587.4,598.95,595.75,592.23,4857721,2.88E+14,,1412652,0.2908
09-03-2004,RELIANCE,EQ,595.75,600,600,578.5,581.65,584.3,584.64,4567818,2.67E+14,,640145,0.1401
10-03-2004,RELIANCE,EQ,584.3,581,582,570.2,571.7,573.7,576.45,4071022,2.35E+14,,719027,0.1766
11-03-2004,RELIANCE,EQ,573.7,572,578,563,564.4,565.85,571.13,5579304,3.19E+14,,1045008,0.1873
12-03-2004,RELIANCE,EQ,565.85,564.5,569,555.05,564.1,562.6,560.53,5410580,3.03E+14,,1152831,0.2131
15-03-2004,RELIANCE,EQ,562.6,567.05,569.8,540,541,545.05,551.87,6624011,3.66E+14,,1332136,0.2011
16-03-2004,RELIANCE,EQ,545.05,540,554.85,535.5,541.7,541.85,545.59,8512242,4.64E+14,,1509080,0.1773
17-03-2004,RELIANCE,EQ,541.85,545,552,535.15,536.6,540.4,544.37,8011049,4.36E+14,,1848512,0.2307
18-03-2004,RELIANCE,EQ,540.4,542,544.1,515.35,517.05,519.1,529.33,11184854,5.92E+14,,2334610,0.2087
19-03-2004,RELIANCE,EQ,519.1,517,528.55,517,523,523.25,523.41,7836465,4.10E+14,,1233823,0.1574
22-03-2004,RELIANCE,EQ,523.25,509.1,522.95,505.55,508.6,507.7,513.92,6435462,3.31E+14,,1362543,0.2117
23-03-2004,RELIANCE,EQ,507.7,509,517.5,505.25,511.6,511.75,512.54,6639679,3.40E+14,,1396913,0.2104
24-03-2004,RELIANCE,EQ,511.75,512,515.25,505.8,513.25,512.3,511.32,7085995,3.62E+14,,1935305,0.2731
25-03-2004,RELIANCE,EQ,512.3,513.05,520.3,510.3,518,514.05,516.55,9611709,4.96E+14,,2978973,0.3099
26-03-2004,RELIANCE,EQ,514.05,517.95,530.3,517.95,525.8,525.7,525.43,7547350,3.97E+14,,2737457,0.3627
29-03-2004,RELIANCE,EQ,525.7,526.15,534.6,525.1,528.5,528.8,529.25,5709932,3.02E+14,,1393093,0.244
30-03-2004,RELIANCE,EQ,528.8,530.1,536.7,526.05,527.5,527.15,532.01,6364178,3.39E+14,,1632765,0.2566
31-03-2004,RELIANCE,EQ,527.15,527.05,540,524.75,538.4,538.05,533.88,5489134,2.93E+14,,1192753,0.2173
01-04-2004,RELIANCE,EQ,538.05,539,557.7,539,555.2,555.85,549.05,7744133,4.25E+14,,2010552,0.2596
02-04-2004,RELIANCE,EQ,555.85,650,650,555.75,567,565.8,562.3,7124312,4.01E+14,,1679025,0.2357
05-04-2004,RELIANCE,EQ,565.8,567,581.35,567,576,575.1,576.24,6476492,3.73E+14,,1872120,0.2891
06-04-2004,RELIANCE,EQ,575.1,576,582.4,564.65,582.15,575.4,572.56,7142520,4.09E+14,,1793651,0.2511
07-04-2004,RELIANCE,EQ,575.4,579.85,580.9,570,573.5,574,574.37,4157678,2.39E+14,,442493,0.1064
08-04-2004,RELIANCE,EQ,574,570,579.7,565.5,572,572.95,573.12,4639042,2.66E+14,,706797,0.1524
12-04-2004,RELIANCE,EQ,572.95,575.5,575.5,558.7,559,561.75,566.84,3830941,2.17E+14,,800811,0.209
13-04-2004,RELIANCE,EQ,561.75,564,575.9,555.4,574.75,573.3,565.68,4054932,2.29E+14,,695827,0.1716
15-04-2004,RELIANCE,EQ,573.3,578.9,581.2,562.6,566,565.35,569.11,5951581,3.39E+14,,1849480,0.3108
16-04-2004,RELIANCE,EQ,565.35,566,572.75,563.7,565,566.15,568.46,3029685,1.72E+14,,468155,0.1545
17-04-2004,RELIANCE,EQ,566.15,566,567.9,563.55,565.5,564.85,565.61,814748,4.61E+13,,80829,0.0992
19-04-2004,RELIANCE,EQ,564.85,563.5,569.4,550.6,551.5,552.6,558.03,4074759,2.27E+14,,1152080,0.2827
20-04-2004,RELIANCE,EQ,552.6,554.5,554.5,548,552.9,552.35,551.14,3512801,1.94E+14,,443002,0.1261
21-04-2004,RELIANCE,EQ,552.35,550.05,569.45,550,568.9,568.35,562.37,4741384,2.67E+14,,901296,0.1901
22-04-2004,RELIANCE,EQ,568.35,568,573.8,563.5,568.75,568.75,568.84,3237809,1.84E+14,,413671,0.1278
23-04-2004,RELIANCE,EQ,568.75,568,574.8,565.15,566.65,567.3,570.5,3588442,2.05E+14,,676991,0.1887
27-04-2004,RELIANCE,EQ,567.3,560,560,537.35,538,539.45,542.89,6683172,3.63E+14,,1741257,0.2605
28-04-2004,RELIANCE,EQ,539.45,540.05,549,537.15,541.35,540.4,543.65,6583053,3.58E+14,,1675537,0.2545
29-04-2004,RELIANCE,EQ,540.4,539,544,526.5,527.1,529.3,535.94,16522558,8.86E+14,,4949265,0.2995
30-04-2004,RELIANCE,EQ,529.3,565,625.1,522.2,526.5,526.45,532.21,7435287,3.96E+14,,1755120,0.2361
03-05-2004,RELIANCE,EQ,526.45,527,531.3,515.7,529.8,528.45,524.06,8237410,4.32E+14,,1962794,0.2383
04-05-2004,RELIANCE,EQ,528.45,535.9,633.05,529.1,530.25,530.75,534.38,4785838,2.56E+14,,870303,0.1818
05-05-2004,RELIANCE,EQ,530.75,532,533.45,527.05,530.2,530,530.01,4266223,2.26E+14,,1167804,0.2737
06-05-2004,RELIANCE,EQ,530,535,543.3,534.15,540,540.5,538.91,5894002,3.18E+14,,1442562,0.2448
07-05-2004,RELIANCE,EQ,540.5,532,538.5,528.8,533.4,532.4,532.75,4446235,2.37E+14,,1392256,0.3131
10-05-2004,RELIANCE,EQ,532.4,529.7,529.7,515.2,518.65,519.2,519.06,6391917,3.32E+14,,2417290,0.3782
11-05-2004,RELIANCE,EQ,519.2,510.6,511,483.65,483.65,490.25,499.38,7292002,3.64E+14,,2345794,0.3217
12-05-2004,RELIANCE,EQ,490.25,484,499.4,484,496.95,496.65,493.64,6245671,3.08E+14,,1394420,0.2233
13-05-2004,RELIANCE,EQ,496.65,480,524.35,474,511.75,511.45,507.77,13077915,6.64E+14,,2896628,0.2215
14-05-2004,RELIANCE,EQ,511.45,510,517.8,471.2,473.8,477.1,491.67,12309172,6.05E+14,,2615448,0.2125
17-05-2004,RELIANCE,EQ,477.1,470,471.9,381.7,400.9,404.3,424.64,9367243,3.98E+14,,3338602,0.3564
18-05-2004,RELIANCE,EQ,404.3,430,457.9,410.1,428.5,433.7,437.09,13502105,5.90E+14,,3518768,0.2606
19-05-2004,RELIANCE,EQ,433.7,444.25,466,444.25,452.75,452.45,454.29,11520015,5.23E+14,,3111000,0.2701
20-05-2004,RELIANCE,EQ,452.45,463,464.7,440.15,442,443.2,449.09,9397118,4.22E+14,,2958813,0.3149
21-05-2004,RELIANCE,EQ,443.2,441.9,442,430.05,440.1,439.5,436.12,6745232,2.94E+14,,1674447,0.2482
24-05-2004,RELIANCE,EQ,439.5,450,458,445.05,452.35,453.85,453.82,6756909,3.07E+14,,1824715,0.2701
25-05-2004,RELIANCE,EQ,453.85,453,459.9,436.65,455,455.7,446.54,8006622,3.58E+14,,1964313,0.2453
26-05-2004,RELIANCE,EQ,455.7,460,468,455.4,456.5,459.3,462.37,6844810,3.16E+14,,1371823,0.2004
27-05-2004,RELIANCE,EQ,459.3,452,457.55,446.6,448.4,449.05,452.97,5707970,2.59E+14,,1303233,0.2283
28-05-2004,RELIANCE,EQ,449.05,447.05,450.9,426.2,434.4,432.7,441.49,8904917,3.93E+14,,1963599,0.2205
31-05-2004,RELIANCE,EQ,432.7,431.5,438.9,412.5,434.9,429.8,428.91,9652900,4.14E+14,,2553548,0.2645
01-06-2004,RELIANCE,EQ,429.8,435,443,432.15,432.55,434.2,438.45,6215267,2.73E+14,,1228368,0.1976
02-06-2004,RELIANCE,EQ,434.2,435.9,442.95,434.6,442.5,439.45,438.37,4296672,1.88E+14,,793496,0.1847
03-06-2004,RELIANCE,EQ,439.45,446,452.2,423.1,425,428.35,439.86,7208695,3.17E+14,,1186608,0.1646
04-06-2004,RELIANCE,EQ,428.35,423,435,422.6,434.8,433.5,429.54,6151647,2.64E+14,,815123,0.1325
07-06-2004,RELIANCE,EQ,433.5,435,449.6,435,449.1,444.8,443.49,6611675,2.93E+14,,1750006,0.2647
08-06-2004,RELIANCE,EQ,444.8,445,456.55,441.5,455,455.25,449.45,7265744,3.27E+14,,1411893,0.1943
09-06-2004,RELIANCE,EQ,455.25,457,458.25,449.3,450.3,450.8,454.01,5136240,2.33E+14,,805471,0.1568
10-06-2004,RELIANCE,EQ,450.8,448.9,452,445,447.55,447.7,448.22,3516835,1.58E+14,,484882,0.1379
11-06-2004,RELIANCE,EQ,447.7,447,447,430,430.3,431.7,437.69,4722746,2.07E+14,,645014,0.1366
14-06-2004,RELIANCE,EQ,431.7,429,437.4,424.5,434.5,434.9,430.57,7250412,3.12E+14,,1525756,0.2104
15-06-2004,RELIANCE,EQ,434.9,435.1,452.5,434,451,450.6,444.76,6785824,3.02E+14,,1335894,0.1969
16-06-2004,RELIANCE,EQ,450.6,453,455.8,442.6,446.1,446.15,447.01,4553908,2.04E+14,,533688,0.1172
17-06-2004,RELIANCE,EQ,446.15,449.4,456.95,439.1,455.95,454.3,447.31,5902720,2.64E+14,,762563,0.1292
18-06-2004,RELIANCE,EQ,454.3,454,454,441.15,448.1,444.75,446.93,4919840,2.20E+14,,486099,0.0988
21-06-2004,RELIANCE,EQ,444.75,446.2,447.9,433.05,433.2,434.5,439.94,5840772,2.57E+14,,903445,0.1547
22-06-2004,RELIANCE,EQ,434.5,432.8,440.5,430,433.95,431.75,435.34,5392890,2.35E+14,,999489,0.1853
23-06-2004,RELIANCE,EQ,431.75,435.5,435.5,409.15,409.7,411.25,419.78,11069288,4.65E+14,,2959048,0.2673
24-06-2004,RELIANCE,EQ,411.25,411,425.5,411,423.2,423.05,420.23,11806191,4.96E+14,,1879014,0.1592
25-06-2004,RELIANCE,EQ,423.05,424,436.6,423.1,431.1,431.6,431.13,8228788,3.55E+14,,991331,0.1205
28-06-2004,RELIANCE,EQ,431.6,430.5,442.95,430.5,440.5,441.7,438.29,5428478,2.38E+14,,1184824,0.2183
29-06-2004,RELIANCE,EQ,441.7,440,447.25,434.55,444.15,443.25,440.07,6946267,3.06E+14,,983797,0.1416
30-06-2004,RELIANCE,EQ,443.25,444.2,446.25,428,429.7,429.65,435.77,8869472,3.87E+14,,2034065,0.2293
01-07-2004,RELIANCE,EQ,429.65,439.4,439.9,430.1,438,438.55,435.78,4945934,2.16E+14,,645902,0.1306
02-07-2004,RELIANCE,EQ,438.55,435,438.4,430.5,436,433.9,434.54,5676172,2.47E+14,,646703,0.1139
05-07-2004,RELIANCE,EQ,433.9,434.4,439.95,429.25,430.15,430.45,434.01,7218450,3.13E+14,,1009550,0.1399
06-07-2004,RELIANCE,EQ,430.45,430.7,439,428.8,437.55,438.4,434.67,5911012,2.57E+14,,1397232,0.2364
07-07-2004,RELIANCE,EQ,438.4,439,443,435,437.4,438.4,439.32,7283552,3.20E+14,,1814138,0.2491
08-07-2004,RELIANCE,EQ,438.4,439.65,446.9,428.1,429,432,438.16,10969933,4.81E+14,,2404601,0.2192
09-07-2004,RELIANCE,EQ,432,400,441.3,400,438,438.9,433.24,4532676,1.96E+14,,912129,0.2012
12-07-2004,RELIANCE,EQ,438.9,437,440,432.1,436.6,436.75,436.07,2875397,1.25E+14,,645582,0.2245
13-07-2004,RELIANCE,EQ,436.75,434,438.7,428.55,429.5,430.5,432.5,2351426,1.02E+14,,642569,0.2733
14-07-2004,RELIANCE,EQ,430.5,433.1,433.1,416.7,418.1,418,422.53,6852963,2.90E+14,,1937952,0.2828
15-07-2004,RELIANCE,EQ,418,420.7,424.4,415.25,421,420.1,420.03,7458953,3.13E+14,,1932503,0.2591
16-07-2004,RELIANCE,EQ,420.1,422,427.3,418.3,424,424.45,424.2,8211826,3.48E+14,,2490099,0.3032
19-07-2004,RELIANCE,EQ,424.45,426,428.9,422.2,422.8,423.8,425.61,6175357,2.63E+14,,1739835,0.2817
20-07-2004,RELIANCE,EQ,423.8,450,450,421,428.5,428.55,428.35,10068399,4.31E+14,,2581721,0.2564
21-07-2004,RELIANCE,EQ,428.55,431,439.7,429.9,438.9,434.3,433.2,5184791,2.25E+14,,1123808,0.2168
22-07-2004,RELIANCE,EQ,434.3,444,457.95,438,457.75,454.9,448.68,10430233,4.68E+14,,2156214,0.2067
23-07-2004,RELIANCE,EQ,454.9,458,468.7,454.15,464.5,466.25,461.76,8805349,4.07E+14,,1448284,0.1645
26-07-2004,RELIANCE,EQ,466.25,466,479,460.1,477.1,477.3,471.35,8051003,3.79E+14,,1901667,0.2362
27-07-2004,RELIANCE,EQ,477.3,480,483,462.5,463.5,465.1,474.12,15580635,7.39E+14,,1981227,0.1272
28-07-2004,RELIANCE,EQ,465.1,462,475,462,471,470.9,469.42,8270263,3.88E+14,,1294823,0.1566
29-07-2004,RELIANCE,EQ,470.9,475,475.5,469.25,474.6,474.5,473.31,5239489,2.48E+14,,1186847,0.2265
30-07-2004,RELIANCE,EQ,474.5,475.1,490.5,475.05,489.05,488.9,486.2,7111050,3.46E+14,,1763888,0.248
02-08-2004,RELIANCE,EQ,488.9,488,496,485.05,493.5,494.1,490.34,7074248,3.47E+14,,1984018,0.2805
03-08-2004,RELIANCE,EQ,494.1,494.25,499.85,487.4,490.15,489.4,494.82,8322408,4.12E+14,,1792888,0.2154
04-08-2004,RELIANCE,EQ,489.4,491,494.5,483.55,492.4,493.25,488.7,6740779,3.29E+14,,977037,0.1449
05-08-2004,RELIANCE,EQ,493.25,496.9,504.7,495.15,504.2,503,500.31,6354706,3.18E+14,,1657481,0.2608
06-08-2004,RELIANCE,EQ,503,501.9,502.95,491.3,494,493.9,496.42,5479519,2.72E+14,,791248,0.1444
09-08-2004,RELIANCE,EQ,493.9,492,495.2,486.15,493.25,492.2,490.97,6018676,2.95E+14,,1278936,0.2125
10-08-2004,RELIANCE,EQ,492.2,493.05,499.45,490,495.05,496.7,495.74,4661414,2.31E+14,,725623,0.1557
11-08-2004,RELIANCE,EQ,496.7,497,498.8,477.55,478.5,479.95,487.15,7145766,3.48E+14,,1765532,0.2471
12-08-2004,RELIANCE,EQ,479.95,480.2,483.8,471.3,476.05,475.25,477.22,6337293,3.02E+14,,1026378,0.162
13-08-2004,RELIANCE,EQ,475.25,477,481,473,475,476.9,477.66,7400845,3.54E+14,,892867,0.1206
16-08-2004,RELIANCE,EQ,476.9,474.15,481.35,471.35,480.2,478.85,475.43,5008536,2.38E+14,,773061,0.1543
17-08-2004,RELIANCE,EQ,478.85,555,555,476.05,476.6,479.6,482.93,5551317,2.68E+14,,1084320,0.1953
18-08-2004,RELIANCE,EQ,479.6,476.8,476.8,469.3,471,470.55,472.63,4375407,2.07E+14,,833964,0.1906
19-08-2004,RELIANCE,EQ,470.55,472,476.8,471.1,475.3,475.2,474.23,4683227,2.22E+14,,965523,0.2062
20-08-2004,RELIANCE,EQ,475.2,475.55,476.1,462.5,463.15,463.4,467.3,5197629,2.43E+14,,1103907,0.2124
23-08-2004,RELIANCE,EQ,463.4,464,465.7,448.5,451.95,451.25,454.23,8081472,3.67E+14,,1933046,0.2392
24-08-2004,RELIANCE,EQ,451.25,452.55,458.7,450.65,453.2,453.55,454.86,7285154,3.31E+14,,1740188,0.2389
25-08-2004,RELIANCE,EQ,453.55,454,458.9,450.45,458,458,455.09,6272902,2.85E+14,,1734725,0.2765
26-08-2004,RELIANCE,EQ,458,461,466.35,459.3,461.05,460.7,462.83,6532004,3.02E+14,,2284324,0.3497
27-08-2004,RELIANCE,EQ,460.7,461.25,463.4,453.65,459.1,458.2,458.38,4769921,2.19E+14,,1310787,0.2748
30-08-2004,RELIANCE,EQ,458.2,461.1,468.4,461.1,467,467.2,466.58,3505532,1.64E+14,,975446,0.2783
31-08-2004,RELIANCE,EQ,467.2,468.05,476.85,468.05,475,475.65,473.04,5302862,2.51E+14,,1480857,0.2793
01-09-2004,RELIANCE,EQ,475.65,475.65,479.4,474.1,475,476,477.15,3291221,1.57E+14,,515118,0.1565
02-09-2004,RELIANCE,EQ,476,475,478,470.7,471.75,471.95,474.46,3740681,1.77E+14,,1035395,0.2768
03-09-2004,RELIANCE,EQ,471.95,472.8,474.9,468.6,474.3,473.8,471.81,3916033,1.85E+14,,883733,0.2257
06-09-2004,RELIANCE,EQ,473.8,475.1,479.9,474.55,474.55,477.1,477.85,2841830,1.36E+14,,770043,0.271
07-09-2004,RELIANCE,EQ,477.1,476.1,486.35,476.1,484.8,484.75,483.19,6308950,3.05E+14,,2068474,0.3279
08-09-2004,RELIANCE,EQ,484.75,487,487,481.1,483,482.7,483.73,4137602,2.00E+14,,1128416,0.2727
09-09-2004,RELIANCE,EQ,482.7,486.8,487.4,481.3,485.15,485.7,484.78,5137421,2.49E+14,,1035694,0.2016
10-09-2004,RELIANCE,EQ,485.7,485,488.75,482.15,488.75,487.85,485.64,2856105,1.39E+14,,669684,0.2345
13-09-2004,RELIANCE,EQ,487.85,490.9,494.8,485.2,493.35,490.95,490.11,4421073,2.17E+14,,1064356,0.2407
14-09-2004,RELIANCE,EQ,490.95,491.5,492.85,483.75,486,486.35,486.67,3581496,1.74E+14,,734032,0.205
15-09-2004,RELIANCE,EQ,486.35,486.95,491.8,484.4,488,487.65,488,3329704,1.62E+14,,581133,0.1745
16-09-2004,RELIANCE,EQ,487.65,488.5,491.8,482.75,490.55,490.85,488.5,3430240,1.68E+14,,535664,0.1562
17-09-2004,RELIANCE,EQ,490.85,495.55,510,495.15,510,509.15,505.2,8296053,4.19E+14,,2427855,0.2927
20-09-2004,RELIANCE,EQ,509.15,512,512,500.05,500.5,502.05,504.28,4526308,2.28E+14,,997239,0.2203
21-09-2004,RELIANCE,EQ,502.05,501,509,497.6,507.8,507.5,505.13,5054375,2.55E+14,,672828,0.1331
22-09-2004,RELIANCE,EQ,507.5,506,506.5,500.15,504,503.45,503.62,5758326,2.90E+14,,1495438,0.2597
23-09-2004,RELIANCE,EQ,503.45,501,503.8,498,500.05,500.05,500.7,4947611,2.48E+14,,856041,0.173
24-09-2004,RELIANCE,EQ,500.05,500,506.75,495.05,495.7,498.85,500.95,5740455,2.88E+14,,498975,0.0869
27-09-2004,RELIANCE,EQ,498.85,496,497.35,491.7,494.3,495.4,494.48,3535910,1.75E+14,,612910,0.1733
28-09-2004,RELIANCE,EQ,495.4,494.9,501.75,494,496.6,496.3,497.44,4873375,2.42E+14,,793960,0.1629
29-09-2004,RELIANCE,EQ,496.3,497.2,516.5,493.8,516,514.3,505.77,8188668,4.14E+14,,1287803,0.1573
30-09-2004,RELIANCE,EQ,514.3,514,519.75,514,518.45,517.9,517.14,6072349,3.14E+14,,1058362,0.1743
01-10-2004,RELIANCE,EQ,517.9,518.1,535,512.25,534.6,533.25,525.96,6782434,3.57E+14,,1772575,0.2613
04-10-2004,RELIANCE,EQ,533.25,533,549.4,533,546.15,546.2,545.1,5706154,3.11E+14,,1975205,0.3462
05-10-2004,RELIANCE,EQ,546.2,546,547.8,537.3,538.55,539.9,540.78,3813992,2.06E+14,,700971,0.1838
06-10-2004,RELIANCE,EQ,539.9,538.9,555.75,538.9,549.8,546.35,549.82,7394077,4.07E+14,,1121969,0.1517
07-10-2004,RELIANCE,EQ,546.35,549.9,564.4,547.25,560,558.8,559.21,6830670,3.82E+14,,1423870,0.2085
08-10-2004,RELIANCE,EQ,558.8,560,562.5,552.15,553.5,554.45,555.65,4085150,2.27E+14,,743160,0.1819
09-10-2004,RELIANCE,EQ,554.45,556.8,559,552.1,552.6,553.75,555.06,648975,3.60E+13,,76109,0.1173
11-10-2004,RELIANCE,EQ,553.75,555,558.25,545.05,547,546.9,552.64,2563259,1.42E+14,,320930,0.1252
12-10-2004,RELIANCE,EQ,546.9,547,551.95,533.1,534,535.1,540.08,3993249,2.16E+14,,1137496,0.2849
14-10-2004,RELIANCE,EQ,535.1,537,545.9,533.7,543.35,542.9,540.62,4439281,2.40E+14,,1193221,0.2688
15-10-2004,RELIANCE,EQ,542.9,546.3,556.9,542.05,548,546.3,550.62,5812889,3.20E+14,,1628172,0.2801
18-10-2004,RELIANCE,EQ,546.3,549,555.5,546,551.3,550.7,552.05,4194218,2.32E+14,,843032,0.201
19-10-2004,RELIANCE,EQ,550.7,553.2,562.9,552,562.75,559.85,557.05,5507817,3.07E+14,,1591902,0.289
20-10-2004,RELIANCE,EQ,559.85,567,567,546.65,547.8,548.15,552.2,7307776,4.04E+14,,2331499,0.319
21-10-2004,RELIANCE,EQ,548.15,549.15,552.9,536.6,539.1,539.2,544.22,6138254,3.34E+14,,1682126,0.274
25-10-2004,RELIANCE,EQ,539.2,540,544,534.2,535.5,536.8,538.62,8526352,4.59E+14,,1654982,0.1941
26-10-2004,RELIANCE,EQ,536.8,600,600,537.15,551.25,551.75,544.92,6395029,3.48E+14,,1512810,0.2366
27-10-2004,RELIANCE,EQ,551.75,552.55,554,538.2,538.8,540.6,544.69,10872643,5.92E+14,,5872674,0.5401
28-10-2004,RELIANCE,EQ,540.6,542.95,548.5,536.6,540.5,538.6,541.67,8429951,4.57E+14,,3236180,0.3839
29-10-2004,RELIANCE,EQ,538.6,541,544,527.25,530,529.15,534.08,5504459,2.94E+14,,1228766,0.2232
01-11-2004,RELIANCE,EQ,529.15,531.9,534.65,525.7,529.4,529.85,531.05,4894088,2.60E+14,,1009977,0.2064
02-11-2004,RELIANCE,EQ,529.85,534,545.5,534,542.55,543.4,541.48,5071120,2.75E+14,,1496224,0.295
03-11-2004,RELIANCE,EQ,543.4,544.9,546.4,538.15,543.8,543.7,542.61,4442667,2.41E+14,,1474716,0.3319
04-11-2004,RELIANCE,EQ,543.7,554,587,536.2,536.75,537.3,541.13,6125154,3.31E+14,,2175358,0.3552
05-11-2004,RELIANCE,EQ,537.3,541,543.75,536.5,540.9,540.35,541.02,3169206,1.71E+14,,622244,0.1963
08-11-2004,RELIANCE,EQ,540.35,544,549.35,541,541.6,542.35,545.55,4208643,2.30E+14,,1561945,0.3711
09-11-2004,RELIANCE,EQ,542.35,544.9,545.55,538.55,539.55,540,541.95,3224197,1.75E+14,,725766,0.2251
10-11-2004,RELIANCE,EQ,540,541.6,546.5,541.6,544,544.35,544.34,3641603,1.98E+14,,1298575,0.3566
11-11-2004,RELIANCE,EQ,544.35,546.7,551.75,541.6,545,545.9,548.64,5725700,3.14E+14,,1890053,0.3301
12-11-2004,RELIANCE,EQ,545.9,550,551.95,541.5,542.2,545.55,547.69,1264067,6.92E+13,,218707,0.173
16-11-2004,RELIANCE,EQ,545.55,547,547,537.5,545,544.85,542.43,4899923,2.66E+14,,1920802,0.392
17-11-2004,RELIANCE,EQ,544.85,546,548.85,541.25,544.05,543.75,545.24,3522004,1.92E+14,,1101730,0.3128
18-11-2004,RELIANCE,EQ,543.75,545,549.6,538.6,544.4,545.75,544.74,6923035,3.77E+14,,2272404,0.3282
19-11-2004,RELIANCE,EQ,545.75,535.5,543,523.25,526.2,527.35,532.07,8833904,4.70E+14,,2080819,0.2355
22-11-2004,RELIANCE,EQ,527.35,518.8,538.8,509,531.55,532.55,522.13,13544498,7.07E+14,,2629514,0.1941
23-11-2004,RELIANCE,EQ,532.55,533,535.4,522.1,529.65,528.3,529.9,8365725,4.43E+14,,2779354,0.3322
24-11-2004,RELIANCE,EQ,528.3,530,530,509.7,510.8,515.15,519.36,8224503,4.27E+14,,2488269,0.3025
25-11-2004,RELIANCE,EQ,515.15,510,523.35,500.1,502,503.35,512.19,17677183,9.05E+14,,5092111,0.2881
29-11-2004,RELIANCE,EQ,503.35,498,513,487,508.9,509.8,500.1,20340653,1.02E+15,,6052220,0.2975
30-11-2004,RELIANCE,EQ,509.8,512,523.7,511.1,518,517.05,518.42,11295390,5.86E+14,,3728785,0.3301
01-12-2004,RELIANCE,EQ,517.05,523,536.8,523,527.5,527.5,528.91,6203906,3.28E+14,,1312256,0.2115
